Grainger Blue Path	L1	Segment_Name	L2	Family_Name	L3	Category_Name	Gamut PIM Path	Gamut Category ID	Gamut Category Name	"Gamut Node ID
Node ID"	Gamut Node Name	Grainger-Gamut Terminal Node Mapping	Grainger_Attribute_Definition	Grainger_Category_Specific_Definition	Grainger Attribute Sample Values	Grainger_Attr_ID	Grainger_Attribute_Name	Identified Matching Gamut Attribute Name (use semi-colon to separate names)	Identified Matching Grainger Attribute Name (use semi-colon to separate names)	Analyst Notes	Taxonomist Notes	Gamut_Attribute_Name	Gamut_Attr_ID	Gamut Attribute Sample Values	Gamut_Attribute_Definition	Matching
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Cannons	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3586	Air Cannons	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Cannons -- Industrial Air Circulating Fans				117093	Wire Guard Finish	housing finish								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Circulators -- Industrial Air Circulating Fans				117093	Wire Guard Finish	housing finish								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulator Accessories	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3567	Air Circulator Accessories	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fan Accessories > Air Circulator Mounting Brackets"	9518	"Heating, Ventilation, & Air Conditioning"	12250	Air Circulator Mounting Brackets	Air Circulator Accessories -- Air Circulator Mounting Brackets	"This attribute is intended to capture the material of the product, e.g. Steel, Plastic, etc. The finish (Galvanized, Polished, etc.) and color (Blue, Black, etc) of the product are captured in different attributes."			400826	Fan Accessory Material	material								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulator Guards	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	13406	Air Circulator Guards	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fan Accessories > Fan Guards"	9518	"Heating, Ventilation, & Air Conditioning"	9697	Fan Guards	Air Circulator Guards -- Fan Guards				127953	Guard Material	material								Grainger Only
HVAC and Refrigeration > Air Filters > HEPA Air Filters	1012	HVAC and Refrigeration	2074	Air Filters	3630	HEPA Air Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > HEPA Filters"	9518	"Heating, Ventilation, & Air Conditioning"	11778	HEPA Filters	HEPA Air Filters -- HEPA Filters				110272	Air Flow	maximum air flow								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Mobile Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9711	Mobile Fans	Air Circulators -- Mobile Fans				110932	CFM High	maximum air flow								Grainger Only
HVAC and Refrigeration > Air Filters > Air Filter Gasketing	1012	HVAC and Refrigeration	2074	Air Filters	8640	Air Filter Gasketing	Sealing > Weatherstripping > Foam Strips	6096	Sealing	6122	Foam Strips	Air Filter Gasketing -- Foam Strips				102496	Max. Temp.	maximum flexible temperature								Grainger Only
HVAC and Refrigeration > Air Filters > Cartridge Air Filters	1012	HVAC and Refrigeration	2074	Air Filters	29236	Cartridge Air Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Collapsible Pleated Air Filters"	9518	"Heating, Ventilation, & Air Conditioning"	9788	Collapsible Pleated Air Filters	Cartridge Air Filters -- Collapsible Pleated Air Filters				102496	Max. Temp.	maximum operating temperature								Grainger Only
HVAC and Refrigeration > Air Filters > HEPA Air Filters	1012	HVAC and Refrigeration	2074	Air Filters	3630	HEPA Air Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > HEPA Filters"	9518	"Heating, Ventilation, & Air Conditioning"	11778	HEPA Filters	HEPA Air Filters -- HEPA Filters				102496	Max. Temp.	maximum operating temperature								Grainger Only
HVAC and Refrigeration > Air Filters > Polyester and Fiberglass Air Filters	1012	HVAC and Refrigeration	2074	Air Filters	3633	Polyester and Fiberglass Air Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Air Conditioner Filters"	9518	"Heating, Ventilation, & Air Conditioning"	9787	Air Conditioner Filters	Polyester and Fiberglass Air Filters -- Air Conditioner Filters				102496	Max. Temp.	maximum operating temperature								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Cannons	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3586	Air Cannons	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Cannons -- Industrial Air Circulating Fans				102646	Motor RPM	maximum speed; minimum speed								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Circulators -- Industrial Air Circulating Fans				112019	Fan RPM	maximum speed; minimum speed								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Cannons	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3586	Air Cannons	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Cannons -- Industrial Air Circulating Fans				127937	Frame Finish	motor frame finish								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Cannons	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3586	Air Cannons	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Cannons -- Industrial Air Circulating Fans				102644	Motor HP	motor output power								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Mobile Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9711	Mobile Fans	Air Circulators -- Mobile Fans				102644	Motor HP	motor output power								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Cannons	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3586	Air Cannons	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Cannons -- Industrial Air Circulating Fans	"This attribute is intended to capture the mounting location of the fan.  A fan may have more than one potential mounting location. If a fan has more than potential mounting location, the values will be separted by a comma and listed in alphabetical order,"			400780	Fan Mounting Location	mounting location								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Cannons	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3586	Air Cannons	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Mobile Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9711	Mobile Fans	Air Cannons -- Mobile Fans	"This attribute is intended to capture the mounting location of the fan.  A fan may have more than one potential mounting location. If a fan has more than potential mounting location, the values will be separted by a comma and listed in alphabetical order,"			400780	Fan Mounting Location	mounting location								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Circulators -- Industrial Air Circulating Fans	"This attribute is intended to capture the mounting location of the fan.  A fan may have more than one potential mounting location. If a fan has more than potential mounting location, the values will be separted by a comma and listed in alphabetical order,"			400780	Fan Mounting Location	mounting location								Grainger Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Mobile Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9711	Mobile Fans	Air Circulators -- Mobile Fans	"This attribute is intended to capture the mounting location of the fan.  A fan may have more than one potential mounting location. If a fan has more than potential mounting location, the values will be separted by a comma and listed in alphabetical order,"			400780	Fan Mounting Location	mounting location								Grainger Only
HVAC and Refrigeration > Air Filters > Air Cleaner Filters	1012	HVAC and Refrigeration	2074	Air Filters	8638	Air Cleaner Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Air Cleaner Filters"	9518	"Heating, Ventilation, & Air Conditioning"	11774	Air Cleaner Filters	Air Cleaner Filters -- Air Cleaner Filters						nominal depth				Filter Thickness	212132			Gamut Only
HVAC and Refrigeration > Cooling Fans and Air Circulators > Air Circulators	1012	HVAC and Refrigeration	27712	Cooling Fans and Air Circulators	3568	Air Circulators	"Heating, Ventilation, & Air Conditioning > Fans & Blowers > Fans > Air Circulating Fans > Industrial Air Circulating Fans"	9518	"Heating, Ventilation, & Air Conditioning"	9710	Industrial Air Circulating Fans	Air Circulators -- Industrial Air Circulating Fans				115978	Speeds	number of speeds								Grainger Only
HVAC and Refrigeration > Air Filters > Air Filter Gasketing	1012	HVAC and Refrigeration	2074	Air Filters	8640	Air Filter Gasketing	Sealing > Weatherstripping > Foam Strips	6096	Sealing	6122	Foam Strips	Air Filter Gasketing -- Foam Strips	"This attribute is intended to capture the length of the product from end to end. For values 10 feet and over, measure in ft. For values less than 10 feet, measure in inches."			102124	Length	overall length								Grainger Only
HVAC and Refrigeration > Air Filters > Air Filter Gasketing	1012	HVAC and Refrigeration	2074	Air Filters	8640	Air Filter Gasketing	Sealing > Weatherstripping > Foam Strips	6096	Sealing	6122	Foam Strips	Air Filter Gasketing -- Foam Strips				104053	Width	overall width								Grainger Only
HVAC and Refrigeration > Air Filters > Cartridge Air Filters	1012	HVAC and Refrigeration	2074	Air Filters	29236	Cartridge Air Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Collapsible Pleated Air Filters"	9518	"Heating, Ventilation, & Air Conditioning"	9788	Collapsible Pleated Air Filters	Cartridge Air Filters -- Collapsible Pleated Air Filters	"This attribute is intended to capture a listing of any industry or government standards for which the product is approved or certified, e.g. UL Listed, FDA Approved, etc."			126615	Standards	rohs compliant;specifications met;flammability class								Grainger Only
HVAC and Refrigeration > Air Filters > Air Cleaner Filters	1012	HVAC and Refrigeration	2074	Air Filters	8638	Air Cleaner Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Air Cleaner Filters"	9518	"Heating, Ventilation, & Air Conditioning"	11774	Air Cleaner Filters	Air Cleaner Filters -- Air Cleaner Filters	"This attribute is intended to capture a listing of any industry or government standards for which the product is approved or certified, e.g. UL Listed, FDA Approved, etc."			126615	Standards	specifications met								Grainger Only
HVAC and Refrigeration > Air Filters > Air Cleaner Filters	1012	HVAC and Refrigeration	2074	Air Filters	8638	Air Cleaner Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Metal Air Filters"	9518	"Heating, Ventilation, & Air Conditioning"	9791	Metal Air Filters	Air Cleaner Filters -- Metal Air Filters	"This attribute is intended to capture a listing of any industry or government standards for which the product is approved or certified, e.g. UL Listed, FDA Approved, etc."			126615	Standards	specifications met								Grainger Only
HVAC and Refrigeration > Air Filters > Air Cleaner Filters	1012	HVAC and Refrigeration	2074	Air Filters	8638	Air Cleaner Filters	"Heating, Ventilation, & Air Conditioning > HVAC Filters & Air Treatment > Air Filters & Accessories > Pleated Air Filters"	9518	"Heating, Ventilation, & Air Conditioning"	9793	Pleated Air Filters	Air Cleaner Filters -- Pleated Air Filters	"This attribute is intended to capture a listing of any industry or government standards for which the product is approved or certified, e.g. UL Listed, FDA Approved, etc."			126615	Standards	specifications met								Grainger Only
